Date,Max TemperatureF,Min TemperatureF,Incident Reports,dateId
"February 28, 2014",13,-5,26,2615
"March 01, 2014",29,11,8,2616
"March 02, 2014",25,7,5,2617
"March 03, 2014",18,-4,18,2618
"March 04, 2014",20,4,29,2619
"March 05, 2014",31,16,15,2620
"March 06, 2014",27,13,28,2621
"March 07, 2014",29,11,32,2622
"March 08, 2014",50,29,27,2623
"March 09, 2014",32,13,14,2624
"March 10, 2014",42,16,66,2625
"March 11, 2014",55,35,60,2626
"March 12, 2014",48,29,28,2627
"March 13, 2014",29,16,89,2628
"March 14, 2014",44,16,83,2629
"March 15, 2014",53,29,32,2630
"March 16, 2014",37,18,20,2631
"March 17, 2014",25,18,94,2632
"March 18, 2014",35,22,106,2633
"March 19, 2014",46,33,95,2634
"March 20, 2014",44,29,100,2635
"March 21, 2014",46,27,98,2636
"March 22, 2014",57,33,33,2637
"March 23, 2014",39,20,26,2638
"March 24, 2014",31,18,90,2639
"March 25, 2014",35,20,77,2640
"March 26, 2014",31,13,68,2641
"March 27, 2014",39,20,80,2642
"March 28, 2014",55,33,80,2643
"March 29, 2014",41,31,48,2644
"March 30, 2014",39,22,30,2645
"March 31, 2014",59,27,108,2646
"April 01, 2014",68,32,92,2647
"April 02, 2014",48,29,85,2648
"April 03, 2014",41,33,62,2649
"April 04, 2014",42,33,81,2650
"April 05, 2014",48,29,38,2651
"April 06, 2014",46,29,31,2652
"April 07, 2014",55,31,144,2653
"April 08, 2014",51,39,117,2654
"April 09, 2014",55,31,130,2655
"April 10, 2014",62,37,115,2656
"April 11, 2014",64,32,103,2657
"April 12, 2014",69,39,38,2658
"April 13, 2014",78,46,26,2659
"April 14, 2014",68,37,109,2660
"April 15, 2014",42,23,74,2661
"April 16, 2014",37,27,87,2662
"April 17, 2014",51,35,94,2663
"April 18, 2014",62,39,60,2664
"April 19, 2014",46,33,23,2665
"April 20, 2014",55,39,13,2666
"April 21, 2014",78,51,120,2667
"April 22, 2014",73,39,93,2668
"April 23, 2014",55,33,90,2669
"April 24, 2014",46,37,91,2670
"April 25, 2014",62,41,77,2671
"April 26, 2014",69,39,25,2672
"April 27, 2014",46,37,17,2673
"April 28, 2014",53,42,115,2674
"April 29, 2014",51,42,135,2675
"April 30, 2014",57,42,96,2676
"May 01, 2014",55,41,100,2677
"May 02, 2014",51,42,94,2678
"May 03, 2014",53,46,34,2679
"May 04, 2014",66,48,24,2680
"May 05, 2014",53,39,93,2681
"May 06, 2014",51,37,102,2682
"May 07, 2014",55,44,132,2683
"May 08, 2014",71,46,117,2684
"May 09, 2014",89,64,85,2685
"May 10, 2014",75,46,39,2686
"May 11, 2014",75,48,30,2687
"May 12, 2014",82,60,118,2688
"May 13, 2014",84,62,111,2689
"May 14, 2014",66,48,96,2690
"May 15, 2014",57,39,88,2691
"May 16, 2014",53,35,115,2692
"May 17, 2014",46,35,43,2693
"May 18, 2014",60,44,27,2694
"May 19, 2014",71,48,123,2695
"May 20, 2014",69,57,120,2696
"May 21, 2014",86,55,141,2697
"May 22, 2014",86,53,142,2698
"May 23, 2014",64,44,83,2699
"May 24, 2014",62,42,46,2700
"May 25, 2014",68,44,34,2701
"May 26, 2014",77,57,49,2702
"May 27, 2014",89,66,126,2703
"May 28, 2014",86,53,107,2704
"May 29, 2014",60,48,123,2705
"May 30, 2014",68,48,107,2706
"May 31, 2014",73,50,54,2707
"June 01, 2014",78,59,30,2708
"June 02, 2014",89,71,147,2709
"June 03, 2014",82,66,132,2710
"June 04, 2014",78,57,127,2711
"June 05, 2014",64,46,120,2712
"June 06, 2014",71,46,159,2713
"June 07, 2014",78,51,38,2714
"June 08, 2014",82,51,33,2715
"June 09, 2014",64,50,123,2716
"June 10, 2014",64,50,118,2717
"June 11, 2014",60,51,137,2718
"June 12, 2014",64,50,117,2719
"June 13, 2014",80,51,111,2720
"June 14, 2014",71,46,50,2721
"June 15, 2014",78,55,40,2722
"June 16, 2014",84,64,299,2723
"June 17, 2014",86,71,172,2724
"June 18, 2014",91,62,234,2725
"June 19, 2014",78,53,216,2726
"June 20, 2014",71,57,97,2727
"June 21, 2014",84,55,63,2728
"June 22, 2014",78,59,49,2729
"June 23, 2014",69,55,219,2730
"June 24, 2014",82,60,157,2731
"June 25, 2014",82,55,181,2732
"June 26, 2014",68,55,152,2733
"June 27, 2014",69,55,168,2734
"June 28, 2014",82,57,41,2735
"June 29, 2014",87,68,38,2736
"June 30, 2014",87,69,139,2737
"July 01, 2014",89,64,174,2738
"July 02, 2014",80,60,158,2739
"July 03, 2014",69,55,138,2740
"July 04, 2014",73,55,24,2741
"July 05, 2014",73,55,39,2742
"July 06, 2014",78,64,50,2743
"July 07, 2014",87,66,203,2744
"July 08, 2014",89,66,186,2745
"July 09, 2014",80,60,196,2746
"July 10, 2014",77,53,219,2747
"July 11, 2014",75,55,123,2748
"July 12, 2014",82,64,52,2749
"July 13, 2014",80,66,36,2750
"July 14, 2014",86,59,247,2751
"July 15, 2014",80,53,225,2752
"July 16, 2014",71,53,198,2753
"July 17, 2014",71,51,240,2754
"July 18, 2014",75,57,195,2755
"July 19, 2014",78,55,68,2756
"July 20, 2014",80,57,56,2757
"July 21, 2014",80,60,268,2758
"July 22, 2014",87,69,231,2759
